INFO 2024-10-02 18:49:58,357 autoreload Watching for file changes with StatReloader
DEBUG 2024-10-02 18:49:58,652 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\contrib\staticfiles\apps.py first seen with mtime 1720206750.2302601
DEBUG 2024-10-02 18:49:58,657 autoreload File D:\Installed_Software\Python_App_Data\Lib\pathlib.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,658 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\models\fields\json.py first seen with mtime 1720206750.442639
DEBUG 2024-10-02 18:49:58,659 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\template\backends\django.py first seen with mtime 1720206750.5811565
DEBUG 2024-10-02 18:49:58,660 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\models\sql\subqueries.py first seen with mtime 1720206750.4707122
DEBUG 2024-10-02 18:49:58,660 autoreload File D:\Installed_Software\Python_App_Data\DLLs\_ssl.pyd first seen with mtime 1696233430.0
DEBUG 2024-10-02 18:49:58,663 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\colorama\winterm.py first seen with mtime 1697128497.7326934
DEBUG 2024-10-02 18:49:58,663 autoreload File D:\Installed_Software\Python_App_Data\Lib\asyncio\staggered.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,663 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\sqlparse\filters\tokens.py first seen with mtime 1697051657.4138916
DEBUG 2024-10-02 18:49:58,663 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\contrib\auth\apps.py first seen with mtime 1720206748.1320522
DEBUG 2024-10-02 18:49:58,663 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\views\generic\__init__.py first seen with mtime 1720206750.661022
DEBUG 2024-10-02 18:49:58,663 autoreload File D:\Installed_Software\Python_App_Data\Lib\getpass.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,663 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\contrib\sessions\base_session.py first seen with mtime 1720206749.7956002
DEBUG 2024-10-02 18:49:58,669 autoreload File D:\Installed_Software\Python_App_Data\DLLs\_overlapped.pyd first seen with mtime 1696233430.0
DEBUG 2024-10-02 18:49:58,670 autoreload File D:\Installed_Software\Python_App_Data\Lib\reprlib.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,671 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\contrib\messages\storage\__init__.py first seen with mtime 1720206749.4607441
DEBUG 2024-10-02 18:49:58,671 autoreload File D:\Installed_Software\Python_App_Data\Lib\keyword.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,674 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\contrib\auth\hashers.py first seen with mtime 1720206748.1475315
DEBUG 2024-10-02 18:49:58,675 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\contrib\contenttypes\__init__.py first seen with mtime 1720206748.3753622
DEBUG 2024-10-02 18:49:58,676 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\urls\base.py first seen with mtime 1720206750.6017883
DEBUG 2024-10-02 18:49:58,677 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\middleware\cache.py first seen with mtime 1720206750.5496802
DEBUG 2024-10-02 18:49:58,678 autoreload File D:\Installed_Software\Python_App_Data\Lib\email\feedparser.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,678 autoreload File D:\Installed_Software\Python_App_Data\DLLs\_decimal.pyd first seen with mtime 1696233428.0
DEBUG 2024-10-02 18:49:58,680 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\core\checks\security\csrf.py first seen with mtime 1720206750.2734852
DEBUG 2024-10-02 18:49:58,682 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\sqlparse\keywords.py first seen with mtime 1697051657.385248
DEBUG 2024-10-02 18:49:58,682 autoreload File D:\Installed_Software\Python_App_Data\Lib\asyncio\streams.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,682 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\http\__init__.py first seen with mtime 1720206750.5446587
DEBUG 2024-10-02 18:49:58,682 autoreload File D:\Installed_Software\Python_App_Data\Lib\unittest\loader.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,682 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\contrib\messages\constants.py first seen with mtime 1720206749.4561174
DEBUG 2024-10-02 18:49:58,686 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\models\fields\related.py first seen with mtime 1720206750.442639
DEBUG 2024-10-02 18:49:58,687 autoreload File D:\Installed_Software\Python_App_Data\Lib\glob.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,687 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\sqlparse\utils.py first seen with mtime 1697051657.39226
DEBUG 2024-10-02 18:49:58,687 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\contrib\auth\signals.py first seen with mtime 1720206748.1475315
DEBUG 2024-10-02 18:49:58,689 autoreload File D:\Installed_Software\Python_App_Data\Lib\bisect.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,691 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\backends\base\base.py first seen with mtime 1720206750.3480186
DEBUG 2024-10-02 18:49:58,691 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\template\backends\__init__.py first seen with mtime 1720206750.5811565
DEBUG 2024-10-02 18:49:58,691 autoreload File D:\Installed_Software\Python_App_Data\Lib\queue.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,691 autoreload File D:\Installed_Software\Python_App_Data\Lib\linecache.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,695 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\models\__init__.py first seen with mtime 1720206750.4227185
DEBUG 2024-10-02 18:49:58,696 autoreload File D:\Installed_Software\Python_App_Data\Lib\importlib\__init__.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,698 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\models\functions\math.py first seen with mtime 1720206750.4568887
DEBUG 2024-10-02 18:49:58,699 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\utils\version.py first seen with mtime 1720206750.6465344
DEBUG 2024-10-02 18:49:58,699 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\backends\base\validation.py first seen with mtime 1720206750.359537
DEBUG 2024-10-02 18:49:58,700 autoreload File D:\Installed_Software\Python_App_Data\Lib\asyncio\selector_events.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,700 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\http\response.py first seen with mtime 1720206750.5496802
DEBUG 2024-10-02 18:49:58,700 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\models\fields\reverse_related.py first seen with mtime 1720206750.455403
DEBUG 2024-10-02 18:49:58,703 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\utils\regex_helper.py first seen with mtime 1720206750.6386368
DEBUG 2024-10-02 18:49:58,704 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\middleware\__init__.py first seen with mtime 1720206750.5496802
DEBUG 2024-10-02 18:49:58,704 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\views\static.py first seen with mtime 1720206750.6566057
DEBUG 2024-10-02 18:49:58,705 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\http\cookie.py first seen with mtime 1720206750.5446587
DEBUG 2024-10-02 18:49:58,707 autoreload File D:\Installed_Software\Python_App_Data\Lib\wsgiref\headers.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,707 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\colorama\__init__.py first seen with mtime 1697128497.7168624
DEBUG 2024-10-02 18:49:58,709 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\core\cache\utils.py first seen with mtime 1720206750.2501175
DEBUG 2024-10-02 18:49:58,709 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\migrations\operations\__init__.py first seen with mtime 1720206750.4175208
DEBUG 2024-10-02 18:49:58,709 autoreload File D:\Installed_Software\Python_App_Data\Lib\asyncio\protocols.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,709 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\dispatch\__init__.py first seen with mtime 1720206750.4717338
DEBUG 2024-10-02 18:49:58,709 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\contrib\staticfiles\finders.py first seen with mtime 1720206750.2302601
DEBUG 2024-10-02 18:49:58,709 autoreload File D:\Installed_Software\Python_App_Data\Lib\concurrent\futures\__init__.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,709 autoreload File D:\Installed_Software\Python_App_Data\DLLs\_queue.pyd first seen with mtime 1696233428.0
DEBUG 2024-10-02 18:49:58,717 autoreload File D:\Installed_Software\Python_App_Data\Lib\nturl2path.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,717 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\contrib\staticfiles\checks.py first seen with mtime 1720206750.2302601
DEBUG 2024-10-02 18:49:58,717 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\models\constants.py first seen with mtime 1720206750.4227185
DEBUG 2024-10-02 18:49:58,717 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\forms\utils.py first seen with mtime 1720206750.4761722
DEBUG 2024-10-02 18:49:58,717 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\core\checks\async_checks.py first seen with mtime 1720206750.2642722
DEBUG 2024-10-02 18:49:58,722 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\template\__init__.py first seen with mtime 1720206750.5653384
DEBUG 2024-10-02 18:49:58,722 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\templatetags\i18n.py first seen with mtime 1720206750.5811565
DEBUG 2024-10-02 18:49:58,724 autoreload File D:\Installed_Software\Python_App_Data\Lib\unittest\main.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,724 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\core\exceptions.py first seen with mtime 1720206750.247595
DEBUG 2024-10-02 18:49:58,724 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\utils\translation\__init__.py first seen with mtime 1720206750.6465344
DEBUG 2024-10-02 18:49:58,724 autoreload File D:\Installed_Software\Python_App_Data\Lib\opcode.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,724 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\core\handlers\wsgi.py first seen with mtime 1720206750.2903152
DEBUG 2024-10-02 18:49:58,729 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\migrations\operations\base.py first seen with mtime 1720206750.4175208
DEBUG 2024-10-02 18:49:58,730 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\contrib\admin\sites.py first seen with mtime 1720206747.2843816
DEBUG 2024-10-02 18:49:58,732 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\core\checks\templates.py first seen with mtime 1720206750.268729
DEBUG 2024-10-02 18:49:58,732 autoreload File D:\Installed_Software\Python_App_Data\Lib\argparse.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,736 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\models\options.py first seen with mtime 1720206750.4390392
DEBUG 2024-10-02 18:49:58,736 autoreload File D:\Installed_Software\Python_App_Data\Lib\email\_parseaddr.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,738 autoreload File D:\Installed_Software\Python_App_Data\Lib\json\__init__.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,738 autoreload File D:\Installed_Software\Python_App_Data\Lib\asyncio\queues.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,738 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\contrib\auth\admin.py first seen with mtime 1720206748.1320522
DEBUG 2024-10-02 18:49:58,741 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\models\functions\__init__.py first seen with mtime 1720206750.4568887
DEBUG 2024-10-02 18:49:58,742 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\utils\translation\trans_real.py first seen with mtime 1720206750.6532621
DEBUG 2024-10-02 18:49:58,745 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\backends\sqlite3\__init__.py first seen with mtime 1720206750.3952873
DEBUG 2024-10-02 18:49:58,745 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\core\cache\backends\filebased.py first seen with mtime 1720206750.260775
DEBUG 2024-10-02 18:49:58,745 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\_distutils_hack\__init__.py first seen with mtime 1698505940.2469132
DEBUG 2024-10-02 18:49:58,749 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\models\fields\mixins.py first seen with mtime 1720206750.442639
DEBUG 2024-10-02 18:49:58,749 autoreload File D:\Installed_Software\Python_App_Data\Lib\email\mime\message.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,750 autoreload File D:\Installed_Software\Python_App_Data\Lib\pkgutil.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,752 autoreload File D:\Installed_Software\Python_App_Data\Lib\asyncio\threads.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,752 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\models\fields\files.py first seen with mtime 1720206750.442639
DEBUG 2024-10-02 18:49:58,754 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\template\engine.py first seen with mtime 1720206750.574421
DEBUG 2024-10-02 18:49:58,754 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\contrib\admin\utils.py first seen with mtime 1720206747.2843816
DEBUG 2024-10-02 18:49:58,754 autoreload File D:\Installed_Software\Python_App_Data\Lib\asyncio\base_subprocess.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,758 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\templatetags\cache.py first seen with mtime 1720206750.5811565
DEBUG 2024-10-02 18:49:58,758 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\migrations\exceptions.py first seen with mtime 1720206750.4019213
DEBUG 2024-10-02 18:49:58,758 autoreload File D:\Installed_Software\Python_App_Data\Lib\mimetypes.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,761 autoreload File D:\Installed_Software\Python_App_Data\Lib\email\message.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,761 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\contrib\staticfiles\utils.py first seen with mtime 1720206750.2342775
DEBUG 2024-10-02 18:49:58,761 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\template\context.py first seen with mtime 1720206750.5653384
DEBUG 2024-10-02 18:49:58,761 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\contrib\auth\management\__init__.py first seen with mtime 1720206748.3531928
DEBUG 2024-10-02 18:49:58,769 autoreload File D:\Installed_Software\Python_App_Data\Lib\socketserver.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,769 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\core\files\base.py first seen with mtime 1720206750.2809281
DEBUG 2024-10-02 18:49:58,771 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\core\checks\caches.py first seen with mtime 1720206750.2657888
DEBUG 2024-10-02 18:49:58,771 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\sqlparse\filters\output.py first seen with mtime 1697051657.4108768
DEBUG 2024-10-02 18:49:58,774 autoreload File D:\Installed_Software\Python_App_Data\Lib\unittest\result.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,776 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\views\decorators\debug.py first seen with mtime 1720206750.661022
DEBUG 2024-10-02 18:49:58,777 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\template\exceptions.py first seen with mtime 1720206750.5766318
DEBUG 2024-10-02 18:49:58,778 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\models\sql\constants.py first seen with mtime 1720206750.4610705
DEBUG 2024-10-02 18:49:58,780 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\core\mail\message.py first seen with mtime 1720206750.2968287
DEBUG 2024-10-02 18:49:58,781 autoreload File D:\Installed_Software\Python_App_Data\Lib\cgi.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,781 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\models\signals.py first seen with mtime 1720206750.442639
DEBUG 2024-10-02 18:49:58,783 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\contrib\sessions\__init__.py first seen with mtime 1720206749.79438
DEBUG 2024-10-02 18:49:58,784 autoreload File D:\Installed_Software\Python_App_Data\Lib\re\_constants.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,784 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\utils\text.py first seen with mtime 1720206750.6386368
DEBUG 2024-10-02 18:49:58,785 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\sqlparse\engine\filter_stack.py first seen with mtime 1697051657.3983495
DEBUG 2024-10-02 18:49:58,785 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\core\signing.py first seen with mtime 1720206750.2501175
DEBUG 2024-10-02 18:49:58,785 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\core\servers\basehttp.py first seen with mtime 1720206750.3437207
DEBUG 2024-10-02 18:49:58,785 autoreload File D:\Installed_Software\Python_App_Data\Lib\fractions.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,785 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\core\mail\__init__.py first seen with mtime 1720206750.2903152
DEBUG 2024-10-02 18:49:58,791 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\core\checks\security\base.py first seen with mtime 1720206750.2734852
DEBUG 2024-10-02 18:49:58,792 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\forms\models.py first seen with mtime 1720206750.4761722
DEBUG 2024-10-02 18:49:58,794 autoreload File D:\Installed_Software\Python_App_Data\DLLs\_hashlib.pyd first seen with mtime 1696233428.0
DEBUG 2024-10-02 18:49:58,795 autoreload File D:\Installed_Software\Python_App_Data\Lib\urllib\request.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,795 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\contrib\__init__.py first seen with mtime 1720206747.2798743
DEBUG 2024-10-02 18:49:58,795 autoreload File D:\Installed_Software\Python_App_Data\Lib\shutil.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,795 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\migrations\migration.py first seen with mtime 1720206750.4069314
DEBUG 2024-10-02 18:49:58,795 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\templatetags\tz.py first seen with mtime 1720206750.5811565
DEBUG 2024-10-02 18:49:58,795 autoreload File D:\Installed_Software\Python_App_Data\Lib\urllib\parse.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,801 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\backends\sqlite3\client.py first seen with mtime 1720206750.3963785
DEBUG 2024-10-02 18:49:58,801 autoreload File D:\Installed_Software\Python_App_Data\Lib\encodings\__init__.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,802 autoreload File D:\Installed_Software\Python_App_Data\Lib\email\parser.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,802 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\backends\sqlite3\features.py first seen with mtime 1720206750.3991199
DEBUG 2024-10-02 18:49:58,804 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\utils\ipv6.py first seen with mtime 1720206750.6330647
DEBUG 2024-10-02 18:49:58,807 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\contrib\messages\__init__.py first seen with mtime 1720206749.45186
DEBUG 2024-10-02 18:49:58,808 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\template\backends\base.py first seen with mtime 1720206750.5811565
DEBUG 2024-10-02 18:49:58,808 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\contrib\staticfiles\management\commands\runserver.py first seen with mtime 1720206750.2342775
DEBUG 2024-10-02 18:49:58,811 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\models\query_utils.py first seen with mtime 1720206750.442639
DEBUG 2024-10-02 18:49:58,811 autoreload File D:\Installed_Software\Python_App_Data\Lib\unittest\__init__.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,813 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\contrib\auth\checks.py first seen with mtime 1720206748.1320522
DEBUG 2024-10-02 18:49:58,814 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\urls\converters.py first seen with mtime 1720206750.6017883
DEBUG 2024-10-02 18:49:58,815 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\asgiref\sync.py first seen with mtime 1697051657.5449066
DEBUG 2024-10-02 18:49:58,815 autoreload File D:\Installed_Software\Python_App_Data\DLLs\unicodedata.pyd first seen with mtime 1696233430.0
DEBUG 2024-10-02 18:49:58,816 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\__init__.py first seen with mtime 1720206746.9201663
DEBUG 2024-10-02 18:49:58,818 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\forms\forms.py first seen with mtime 1720206750.4761722
DEBUG 2024-10-02 18:49:58,819 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\colorama\ansi.py first seen with mtime 1697128497.7326934
DEBUG 2024-10-02 18:49:58,820 autoreload File D:\Installed_Software\Python_App_Data\Lib\asyncio\timeouts.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,821 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\backends\ddl_references.py first seen with mtime 1720206750.3480186
DEBUG 2024-10-02 18:49:58,822 autoreload File D:\Installed_Software\Python_App_Data\Lib\base64.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,824 autoreload File D:\Installed_Software\Python_App_Data\Lib\warnings.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,825 autoreload File D:\Installed_Software\Python_App_Data\Lib\sqlite3\__init__.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,827 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\urls\conf.py first seen with mtime 1720206750.6017883
DEBUG 2024-10-02 18:49:58,828 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\apps\__init__.py first seen with mtime 1720206746.9231875
DEBUG 2024-10-02 18:49:58,828 autoreload File D:\Installed_Software\Python_App_Data\Lib\concurrent\futures\_base.py first seen with mtime 1696233358.0
DEBUG 2024-10-02 18:49:58,830 autoreload File D:\Installed_Software\Python_App_Data\Lib\site-packages\django\db\models\utils.py first seen with mtime 1720206750.442639
